PubChem ID,Name,Canonical SMILES
CHEMBL1976158,CHEMBL1976158,C1=CC2=C(C(=C1)Br)C(=O)N3C4=C(C=C(C=C4)[N+](=O)[O-])C(=O)C3=N2
CHEMBL1976196,CHEMBL1976196,C1CN(CC2=C1NC3=C(C=C(C=C23)Cl)Cl)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-]
CHEMBL1976376,CHEMBL1976376,C1COCC1N2C=C(C3=C2N=CN=C3N)C4=CC=C(C=C4)OC5=CC=C(C=C5)CO
CHEMBL1977134,CHEMBL1977134,C1OC2=C(O1)C=C(C=C2)C3=C4N=CC(=C(N4N=C3)N)C5=CC=C(C=C5)NC(=O)NC6=CC=CC(=C6)C(F)(F)F
CHEMBL1977138,CHEMBL1977138,CC(C1=CC=CC=C1F)NC2=NC(=CN=C2)N3C=NC4=C3C=C(C=C4)C#N
CHEMBL1977634,CHEMBL1977634,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)N
CHEMBL1977713,CHEMBL1977713,C1=CC2=C(C=NN2)C(=C1)NC(=O)NCC3=CC=C(C=C3)Cl
CHEMBL1977749,CHEMBL1977749,C=CCC1=CC=CC2=C1OC(=CC2=NO)C3=CC=CC=C3
CHEMBL1978166,CHEMBL1978166,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCCCCCCCCN)N
CHEMBL1978167,CHEMBL1978167,CN1C=C(C2=CC=CC=C21)C3=CC4=NC(=CN=C4N3)Br
CHEMBL1978195,CHEMBL1978195,C1=CC(=CC=C1C2=CN=CC3=C2C=C(S3)C(=O)N)Br
CHEMBL1978371,CHEMBL1978371,C1C(C(C(=O)C(=C1C2=CC=CC=C2)C#N)C(=O)C3=CC=CC=C3)C4=CC=C(C=C4)Cl
CHEMBL1978562,CHEMBL1978562,CN1C=C(C2=C1C=CC(=C2)C#N)C3=CC4=NC(=CN=C4N3)Br
CHEMBL1978567,CHEMBL1978567,CC1=C(SC(=N1)C2=CC=NC=C2)C(=O)NC(C)C3=CC(=CC=C3)OC
CHEMBL1978656,CHEMBL1978656,CC1=C(C=CC=C1O)NC(=O)C2=C3N=CC=C(N3N=C2)C4=CC=CC=C4
CHEMBL1979690,CHEMBL1979690,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC5=C(C=C4)NN=C5)Cl
CHEMBL1980167,CHEMBL1980167,CN(C)C1=CC=C(C=C1)C2=CC(=NC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N)C4=CC=C(C=C4)[N+](=O)[O-]
CHEMBL1980246,CHEMBL1980246,C1=CC=C(C=C1)C2=NC(=NC=N2)NC3=CC(=C(C=C3)O)CN
CHEMBL1980329,CHEMBL1980329,C1=CNC(=C1)C=C2C3=C(C=C(C=C3)C4=CC=C(C=C4)O)NC2=O
CHEMBL1980376,CHEMBL1980376,CC1=CC=CC(=C1)C2=C3C(=CC=C2)ON=C3N
CHEMBL1980407,CHEMBL1980407,C1=CC=C(C=C1)CC(COC2=CN=CC(=C2)C3=CC4=C(C=C3)NC(=O)C4=CC5=CC=CN5)N
CHEMBL1980763,CHEMBL1980763,CC(C)CC1=C2C=CNC2=NC(=N1)NC3=CC(=C(C=C3)N4CCOCC4)Cl
CHEMBL1981107,CHEMBL1981107,CN1C2=C(C=N1)C(=O)CCC2
CHEMBL1981215,CHEMBL1981215,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)OC(F)F)C(F)(F)F
CHEMBL1981671,CHEMBL1981671,CCOC(=O)CC1=NC2=C(N1)C=CC=C2N
CHEMBL1982413,CHEMBL1982413,CN(CC1=CC(=C(C2=C1C=CC=N2)O)Cl)C3CCCCC3
CHEMBL1982541,CHEMBL1982541,CC(C)OC1=C(C(=CC(=N1)C(=O)NCC2=C(C=CC(=C2)OC)OC)N)C#N
CHEMBL1982700,CHEMBL1982700,CCCCNC(=O)C1=CN(C(=O)C2=CC(=C(C=C21)OC)OC)C(CC)CC
CHEMBL1982880,CHEMBL1982880,COC1=CC(=C(C=C1)OC)NC2=NN3C(=NN=C3C4=CC=CC=C4)C=C2
CHEMBL1982980,CHEMBL1982980,CC(=C(C)C1=CC=CC2=C1NC(=C2CCCOC3=C(C(=CC=C3)Cl)Cl)C(=O)O)C
CHEMBL1983309,CHEMBL1983309,COC1=CC(=C(C=C1)C(=O)NC2=NC3=C(S2)C=C(C=C3)Cl)OC
CHEMBL1983348,CHEMBL1983348,CCCCN(CCC#N)C(=O)C1=CC2=NC(=C3C4=CC=CC=C4NN3)N=C2C=C1
CHEMBL1983393,CHEMBL1983393,C1=CC(=CC(=C1)NC(=O)NC2=CC(=CC=C2)F)C3=CC4=C(C=C3)C=NN4
CHEMBL1983575,CHEMBL1983575,C1=CC=C(C=C1)NC(=O)NNC=C2C=C(C(=O)C(=C2)Br)Br
CHEMBL1983630,CHEMBL1983630,C1C2=C(NC1=O)N=CC(=C2)C3=CC=CC=C3
CHEMBL1983640,CHEMBL1983640,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=COC4=C3C(=NC=C4C#CCN5CCOCC5)N
CHEMBL1983715,CHEMBL1983715,CCNC1=NC(=C(S1)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCN(CC4)C(=O)C)C
CHEMBL1983980,CHEMBL1983980,C1CN(CC2=C(C=CC=C21)C(=O)NC3=NC4=CC=CC=C4S3)C5=NC(=C(S5)C6=CC=C(C=C6)CO)C(=O)O
CHEMBL1984044,CHEMBL1984044,CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
CHEMBL1984236,CHEMBL1984236,CN(C)C1=CC=C(C=C1)NC2=NNC(=C2)C3=CSC(=C3)Br
CHEMBL1984274,CHEMBL1984274,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=CC=CC=C3)NNC4=CC=CC5=C4C(=O)N=NC5=O
CHEMBL1984296,CHEMBL1984296,CC1=CC(=C(C=C1)C)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CO4
CHEMBL1984500,CHEMBL1984500,C1C2=C(C=CC=C2Br)C(=O)N1
CHEMBL1984686,CHEMBL1984686,C1=CC2=CN=C(C=C2C=C1Br)NC3=NC=NC=C3
CHEMBL1984760,CHEMBL1984760,CCCNC(=O)C1=CC=C(C=C1)NC2=NC(=C3C=CNC3=N2)CCC(F)(F)F
CHEMBL1984842,CHEMBL1984842,CC(C)COC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=CC=C(C=C4)F
CHEMBL1985206,CHEMBL1985206,COCC#CC1=C2CC3=C(NN=C3C2=CC=C1)C4=CC=CS4
CHEMBL1985367,CHEMBL1985367,CC1=CC(=NC=C1)NC2=NC(=NC(=C2)C)C3=CC=CC=C3
CHEMBL1985681,CHEMBL1985681,C1CC(C2=C(C1)N=C(C=C2)C3C4=C(C=CC(=C4)C#N)NC3=O)O
CHEMBL1986143,CHEMBL1986143,C1=CC=C(C=C1)C(CCO)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3
CHEMBL1986177,CHEMBL1986177,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC(=CS2)CCNC3=NC=NC4=C3SC=C4
CHEMBL1986265,CHEMBL1986265,C1C(CN1CC2=C(C=C(C=C2)OCC3=CC(=CC=C3)C(F)(F)F)Cl)C(=O)O
CHEMBL1986503,CHEMBL1986503,C1=CC2=C(C=C1Cl)N=NC3=NN=NN23
CHEMBL1986590,CHEMBL1986590,C1=CC=C2C(=C1)C(=CN2)C=C3C4=CC=CC=C4NC3=O
CHEMBL1986899,CHEMBL1986899,CC1=CC=C(C=C1)NCC2=CN=C(C=C2)C3=CC=C(C=C3)F
CHEMBL1987430,CHEMBL1987430,CCCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F
CHEMBL1987535,CHEMBL1987535,C1CN(CC=C1C2=CNC3=C2C=CC=N3)C(=O)NCCC4=CC=CS4
CHEMBL1987648,CHEMBL1987648,CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=CC=C(C=C4)F
CHEMBL1987982,CHEMBL1987982,C1CNCC=C1C2=CNC3=C2C=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F
CHEMBL1987998,CHEMBL1987998,C1C(CN1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)Cl)C(=O)O
CHEMBL1988141,CHEMBL1988141,CCC(=O)NC1=CC(=C(C=C1)C(=O)N2CCNCC2)O
CHEMBL1988581,CHEMBL1988581,CC1=CC(=O)N2C=CC(=C(C2=N1)O)CN(C)C
CHEMBL1988692,CHEMBL1988692,CC(C)NC1=C(C(=O)NN1)C=C2C=C3C=CC=CC3=N2
CHEMBL1988805,CHEMBL1988805,C1=CC2=C(C=C1C#N)N(C(=N2)N)C3=NC=CS3
CHEMBL1988872,CHEMBL1988872,CS(=O)(=O)NC1=CC=C(C=C1)NC2=CC3=C(C=C2)NN=C3N
CHEMBL1989043,CHEMBL1989043,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=C(C=CC=C4Cl)Cl)N
CHEMBL1989267,CHEMBL1989267,CN1C2=CC=CC=C2C=C1C(=O)NC3=C(C=C(C=C3)C4=CSC5=C4C(=NC=C5C=CC(=O)NCCN(C)C)N)OC
CHEMBL1989471,CHEMBL1989471,CC1=C2C(=O)C3=C(C=C(C=C3)C(C)C)NC2=NC=C1
CHEMBL1989957,CHEMBL1989957,C1=CC=C(C=C1)C2=CC3=CC(=NC=C3C=C2)NCCO
CHEMBL1990212,CHEMBL1990212,COC1=CC(=C(C=C1NC2=NN3C(=NN=C3C4=CC=CC=C4)C=C2)Cl)OC
CHEMBL1990223,CHEMBL1990223,CC1=C(C=CC(=C1)OCC2=CC(=C(C=C2)Cl)Cl)CN3CC(C3)C(=O)O
CHEMBL1991734,CHEMBL1991734,CN1C2=C(C=C(C=C2)N)C(C3=C1C=CC(=C3)N)C4=CC=CC=C4
CHEMBL1991782,CHEMBL1991782,C1C2=C(C=CC=C2C(=O)N1)C3=CC=CS3
CHEMBL1991818,CHEMBL1991818,CCN1C2=C(C=CC(=C2)N)C3=C(C1(C4=CC=CC=C4)O)C=C(C=C3)N
CHEMBL1992042,CHEMBL1992042,C1C=CC2C1C(NC3=C2C4=CC=CC=C4C=C3)C5=CC(=CC=C5)NC(=O)C6=CC=C(C=C6)F
CHEMBL1992371,CHEMBL1992371,C1=CC(=NC(=O)NC2=CNC=CN2)C3=CC=CC(=O)C3=C1
CHEMBL1992581,CHEMBL1992581,C1=CC(=CN=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)SC(F)F
CHEMBL1992607,CHEMBL1992607,C1CNC(=O)C2=C(N1)N=CN=C2N
CHEMBL1992644,CHEMBL1992644,C1=CC=C(C=C1)C2=C(C=NN2)C3=CC=NC=C3
CHEMBL1992673,CHEMBL1992673,C1=CC2=NC(=O)N3C(=C2C=C1Cl)N=CN3
CHEMBL1992723,CHEMBL1992723,C1=CC=C(C=C1)C2=CC=CC3=NC=CN32
CHEMBL1993335,CHEMBL1993335,CN1C=C(C2=C1C=CC(=C2)F)C3=CC4=NC(=CN=C4N3)Br
CHEMBL1993374,CHEMBL1993374,CC(C)C(C)NC1=NC=C(C(=N1)NC2=NC=CS2)Cl
CHEMBL1993877,CHEMBL1993877,C#CC1=CN(C2=C1C(=NC=N2)N)C3CCCC3
CHEMBL1993904,CHEMBL1993904,C1=CC=C2C(=C1)N=C(O2)NC3=CC=C(C=C3)C4=CN=C(C5=C4C=C(S5)C(=O)N)N
CHEMBL1994308,CHEMBL1994308,C1=CC=C2C(=C1)C(=CNNC(=O)CCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl)C=N2
CHEMBL1994361,CHEMBL1994361,C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC(=C(C=C4)N)C(=O)C5=CC=CC=C5F)N
CHEMBL1994555,CHEMBL1994555,CCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)C(=O)C
CHEMBL1994724,CHEMBL1994724,CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC=C(S2)C3=CC=NC=C3
CHEMBL1994808,CHEMBL1994808,CC1=NC(=C(N=N1)C2=CC=CC=C2)C#N
CHEMBL1995391,CHEMBL1995391,CC(C)NC1=NNC2=C1C=C(C=C2)N
CHEMBL1995448,CHEMBL1995448,C1=CC(=CC(=C1)OCCN)NC2=NC(=NC=C2)N
CHEMBL1995765,CHEMBL1995765,C1=CC=NC(=C1)N2C(=CC(=O)N2)N
CHEMBL1995916,CHEMBL1995916,CNC(=O)C1=CC(=NN1)C2=CC=CC=C2
CHEMBL1995927,CHEMBL1995927,CCNC1=NC2=CC(=C(C=C2N=C1NCC)Cl)OC
CHEMBL1996176,CHEMBL1996176,C1=CC=C2C(=C1)C(=CC3=CC=CN3)C(=O)N2
CHEMBL1996345,CHEMBL1996345,C1CCC2=C(C1)N=C(S2)N3C4=C(C=CC(=C4)C#N)N=C3N
CHEMBL1996576,CHEMBL1996576,C1CNC2(CCN(CC2)C(=O)CC3=CC=C(C=C3)OC(F)(F)F)C4=C1C5=CC=CC=C5N4
CHEMBL1996646,CHEMBL1996646,COC1=C(C(=CC=C1)OC)CNC2=NC(=NC3=C2C=C(C=C3)Cl)NC4CCCCC4
CHEMBL1996702,CHEMBL1996702,CN(C)CCCNC(=O)C1=CC2=C(C=C1)NC3=C(C=CC(=C3)C4=CC(=C(C=C4)O)OC)C(=O)N2
CHEMBL1996795,CHEMBL1996795,C1CCC(CC1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)C4=CC=C(C=C4)F)N
CHEMBL1997007,CHEMBL1997007,CCCNC(=O)C1=CC=C(C=C1)NC2=NC(=C3C=CNC3=N2)CC
CHEMBL1997193,CHEMBL1997193,CC1=CC=C(S1)C2=C(C(=O)NC(=C2)C3=C(C=CC(=C3)Br)O)C#N
CHEMBL1997197,CHEMBL1997197,COC1=CC=CC=C1CN=C(N)NC2=NC=CC(=N2)C3=CC=CS3
CHEMBL1997335,CHEMBL1997335,COC1=C2C=CC=C3C2=C(C=C1)C(=NN3)C4=CC(=C(C=C4)OC)OC
CHEMBL1997611,CHEMBL1997611,CCOC(=O)C1=C(N2C3=CC(=C(C=C3NC(=O)C2=N1)[N+](=O)[O-])NC(=O)C)C
CHEMBL1997892,CHEMBL1997892,CC1=CC(=O)NN=C1C2=CC(=C(C=C2)NC(=O)NC3=C(C=CC(=C3)C(F)(F)F)F)Cl
CHEMBL1998110,CHEMBL1998110,CC1=C(SC(=N1)C2=CC=NC=C2)C(=O)NC(C)C3=CC(=CC=C3)OC
CHEMBL1998253,CHEMBL1998253,CN(C)C1=CC=C(C2=CC=CC=C21)N
CHEMBL1998435,CHEMBL1998435,C1=CC2=CN=C(C=C2C=C1C3=CC=NC=C3)NCCO
CHEMBL1998551,CHEMBL1998551,CC(C)(C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3CCC4)C5=C(C=C(C=C5)F)F)O
CHEMBL1998680,CHEMBL1998680,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC(=CC=C4)OCC(=O)NCCO
CHEMBL1999120,CHEMBL1999120,CC(C)C1=CC(=O)NC2=C1C(=O)NN2
CHEMBL1999126,CHEMBL1999126,CC1=C(C2=NC3=CC=CC=C3N2C(=O)C1=CC4=C(NN(C4=O)C5=CC=CC=C5)C)C#N
CHEMBL1999484,CHEMBL1999484,CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCNCC4
CHEMBL2000433,CHEMBL2000433,CCNNC1=CC(=C(C2=NC3=CC=CC=C3N12)C#N)C
CHEMBL2001019,CHEMBL2001019,C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1
CHEMBL2001149,CHEMBL2001149,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)O)SC4=CC=C(C=C4)C5=NC6=C(N5)C=C(C=C6)O
CHEMBL2001584,CHEMBL2001584,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2CO)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCOCC5)C
CHEMBL2001613,CHEMBL2001613,C1=CC2=C(C=C1Br)C(=O)NN2
CHEMBL2001641,CHEMBL2001641,CC(C)(C1=CN(N=N1)C2=CC3=C(C=C2)NN=C3)O
CHEMBL2001668,CHEMBL2001668,C1=CC=C(C=C1)C2=CN3C(=C(C=NC3=O)I)N2
CHEMBL2002105,CHEMBL2002105,C1=C(C=NC2=NNC(=C21)N)Br
CHEMBL2002240,CHEMBL2002240,CC(=O)NC1=NC(=C(C(=C1)N)C#N)C2=CC3=CC=CC=C3C=C2
CHEMBL2002450,CHEMBL2002450,COC1=C2C(=C(C=C1)C3=CC=C(C=C3)N)C=NO2
CHEMBL2002553,CHEMBL2002553,CC1=C2C(=O)C(=CN=C2SN1)C(=O)O
CHEMBL2002586,CHEMBL2002586,C1CC1NC2=NC(=NC3=C2SC=C3)NC4=CC(=C(C=C4)N5CCOCC5)Cl
CHEMBL2002682,CHEMBL2002682,CC1=C(C(=CC=C1)Cl)C2=CC=CC3=C2NC(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)NCCOCCOCCN
CHEMBL2002690,CHEMBL2002690,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)NC3=NC4=C(C=CC=C4S3)O
CHEMBL2002723,CHEMBL2002723,CC(=O)NC1=CC=C(C=C1)N2N=C3C=CC(=NC3=N2)N
CHEMBL2003514,CHEMBL2003514,CC(C1=CC(=CC=C1)OC)NC(=O)C2=CN=C(N=C2)C3=CC=NC=C3
CHEMBL2003689,CHEMBL2003689,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCCC(=O)O
CHEMBL2003768,CHEMBL2003768,COC1=CC(=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)OC
CHEMBL2004025,CHEMBL2004025,COCOC1=C(C(=CC=C1)OCOC)C2=C(C=C(C=C2)NS(=O)(=O)C)C(=O)OC
CHEMBL2004033,CHEMBL2004033,C1=CC2=C(C(=O)NN2C=C1)Br
CHEMBL2004072,CHEMBL2004072,COC(=O)C1=CC2=C(S1)C=NC=C2C3=CC(=CC=C3)F
CHEMBL2004118,CHEMBL2004118,CCC1=C2C=CNC2=NC(=N1)NC3=CC(=C(C=C3)N4CCOCC4)Cl
CHEMBL2004159,CHEMBL2004159,COC1=CC=CC(=C1)CNC(=O)C2=CN=C(N=C2)C3=CC=NC=C3
CHEMBL2004513,CHEMBL2004513,COC(=O)C1=CC=CC=C1C2=CC3=C(C=C2)C(=O)NC4=CC=CC=C4N3
CHEMBL2004515,CHEMBL2004515,C1OC2=C(O1)C=C(C=C2)C3=C4C=CNC4=NC=N3
CHEMBL2004647,CHEMBL2004647,CC1=C2C(=O)C(=CNC2=NC(=C1Br)N3CCC(C3)NC)C(=O)O
CHEMBL2005449,CHEMBL2005449,CC1=CC(=NN1)NC2=NC(=CC(=N2)Cl)NCC3=CC=CC=C3
CHEMBL2005478,CHEMBL2005478,CN1C=C(C2=C1C=CC(=C2)OC)C3=CC4=NC(=CN=C4N3)Br
CHEMBL2005548,CHEMBL2005548,CC(C)(C)OC(=O)N1C2=C(C=C(C=C2)NC3=C(C(=O)C3=O)NCC4=C(C=C(C=C4)Cl)Cl)C=N1
CHEMBL2005699,CHEMBL2005699,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)O
CHEMBL2005792,CHEMBL2005792,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=CC=C(C=C4)F)CO
CHEMBL2006299,CHEMBL2006299,COC1=CC=CC(=C1)CNC(=O)C2=CC=C(C=C2)C3=CC=NC=C3
CHEMBL2006481,CHEMBL2006481,C1CCN(CC1)C(=O)C2=NOC(=C2)C3=CC4=C(C=C3)NN=C4
CHEMBL2006631,CHEMBL2006631,CN(C)S(=O)(=O)C1=CC=CC=C1C2=CC3=C(C=C2)C(=O)NC4=CC=CC=C4N3
CHEMBL2006674,CHEMBL2006674,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO
CHEMBL2006765,CHEMBL2006765,CCCNC(=O)C1=CC=C(C=C1)NC2=NC3=C(C=CN3)C(=N2)NCC(F)(F)F
CHEMBL2007097,CHEMBL2007097,C1=CSC2=NC(=O)NC(=C21)N
CHEMBL2007124,CHEMBL2007124,C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=NNC(=O)C=C3)C(F)(F)F
CHEMBL2007138,CHEMBL2007138,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)Cl
CHEMBL2007266,CHEMBL2007266,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OCCCN5C=CC=C5)NN=C4N
CHEMBL2007479,CHEMBL2007479,CCCCNC1=NC(=C(S1)C(=O)C2=CC=CC=C2)N
CHEMBL2007559,CHEMBL2007559,CCCNC(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)NCC(F)(F)F)SC=C3
CHEMBL2017214,CHEMBL2017214,CSC1=CC=CC=C1NC2=NC(=NC3=C2N=CN=C3NCC4CC4)N5CCNCC5
CHEMBL202635,CHEMBL202635,COC1=C(C=C(C(=C1)CN2CCCCC2)Cl)NC(=O)NC3=NC=C(N=C3)C#N
CHEMBL202721,CHEMBL202721,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
CHEMBL2063926,CHEMBL2063926,CSC1=CC=CC=C1NC2=NC(=NC3=C2N=CN=C3NCC4CC4)N5CCN(CC5)C6CCNCC6
CHEMBL207253,CHEMBL207253,CCCON1C2=C(C=C(C=C2)Cl)C(=O)C3=C1N(N=C3C)C
CHEMBL21156,CHEMBL21156,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O
CHEMBL214253,CHEMBL214253,C1=CC=C(C=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O
CHEMBL2204532,CHEMBL2204532,CC(C)(C#N)OC1=CC=CC(=C1Cl)C(=O)NC2=C(C=CC(=C2)N(C)C3=NC4=C(C=C3)N=C(S4)NC(=O)C5CC5)F
CHEMBL2312645,CHEMBL2312645,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCCC3)NCC4=CC=CC=C4OC
CHEMBL2312646,CHEMBL2312646,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCCC3)NCC4=C(C=CC(=C4)Cl)Cl
CHEMBL2312649,CHEMBL2312649,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCC(CC3)N(C)C)NC4=CC(=CC(=C4)Cl)Cl
CHEMBL2312652,CHEMBL2312652,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3COCC3O)NC4=CC(=CC(=C4)Cl)Cl
CHEMBL2312654,CHEMBL2312654,CC1=NOC(=C1)C2=CN=C(N=C2NC3CCC(CC3)N(C)C)NC4=CC(=CC(=C4)Cl)Cl
CHEMBL2332840,CHEMBL2332840,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)OC3=NC=NC4=C3C=NN4
CHEMBL242237,CHEMBL242237,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O
CHEMBL242865,CHEMBL242865,C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC=C(C=C3)[N+](=O)[O-]
CHEMBL262623,CHEMBL262623,C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=CC=C3
CHEMBL360847,CHEMBL360847,CN(C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O
CHEMBL361708,CHEMBL361708,C1CNC(=O)C2=C(C1=C3C(=O)N=C(N3)N)C=C(N2)Br
CHEMBL362558,CHEMBL362558,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7
CHEMBL379975,CHEMBL379975,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
CHEMBL383264,CHEMBL383264,C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(C=C4)C=NC=C5)N
CHEMBL383541,CHEMBL383541,C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)N
CHEMBL406845,CHEMBL406845,CC(C)(C)N1C2=C(C(=N1)C3=CC=C(C=C3)Cl)C(=NC=N2)N
CHEMBL407391,CHEMBL407391,CN(C)C1=NC=NC2=C1NC=N2
CHEMBL415049,CHEMBL415049,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O
CHEMBL445162,CHEMBL445162,CS(=O)(=O)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=C(C=CC4=C3OCO4)Cl
CHEMBL451964,CHEMBL451964,C1CC1NC2=NN3C(=NN=C3C4=CC=C(C=C4)C(F)(F)F)C=C2
CHEMBL460989,CHEMBL460989,COC1=CC2=C(C=C1)C3=C4C(=C5C6=CC=CC=C6N(C5=C3CC2)CCO)CNC4=O
CHEMBL460990,CHEMBL460990,CC(C)OC1=CC2=C(C=C1)C3=C4C(=C5C6=CC=CC=C6N(C5=C3CC2)CCO)CNC4=O
CHEMBL475817,CHEMBL475817,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CC(=C(N=C3)N)Cl
CHEMBL477817,CHEMBL477817,CC1=C(C=CC2=C1C=CN2)NC3=C4C=C(SC4=NC=C3C#N)C=CC(=O)N5CCCC5
CHEMBL523823,CHEMBL523823,CCN1C2=CC(=C(C=C2C(=O)C3=C1NOC3=O)O)Cl
CHEMBL536151,CHEMBL536151,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)O
CHEMBL546797,CHEMBL546797,C1=CC=C2C(=C1)NC(=C(C3=NC4=CC=CC=C4N3)N=O)N2
CHEMBL550418,CHEMBL550418,COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C(=CC=C4)O)O
CHEMBL561708,CHEMBL561708,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5
CHEMBL574588,CHEMBL574588,CC1=CC=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
CHEMBL574613,CHEMBL574613,CCS(=O)C1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=CC=C(O4)C
CHEMBL574737,CHEMBL574737,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC
